0.000000000000000000e+00,9.333305220415968328e-01
1.001001001001000992e-03,9.328163917865056609e-01
2.002002002002001985e-03,9.323022615314144890e-01
3.003003003003002977e-03,9.317881312763234281e-01
4.004004004004003969e-03,9.312740010212323671e-01
5.005005005005004962e-03,9.307598707661411952e-01
6.006006006006005954e-03,9.302154914164264543e-01
7.007007007007006946e-03,9.296565943961816458e-01
8.008008008008007939e-03,9.290976973759370594e-01
9.009009009009008931e-03,9.284940335905387254e-01
1.001001001001000992e-02,9.278903698051406135e-01
1.101101101101101092e-02,9.272867060197425015e-01
1.201201201201201191e-02,9.266830422343441676e-01
1.301301301301301290e-02,9.260793784489459446e-01
1.401401401401401389e-02,9.254581951525983063e-01
1.501501501501501488e-02,9.248210708840307603e-01
1.601601601601601588e-02,9.241702091832755261e-01
1.701701701701701513e-02,9.234996244315384351e-01
1.801801801801801786e-02,9.228290396798015660e-01
1.901901901901902059e-02,9.221584549280644749e-01
2.002002002002001985e-02,9.214878701763276059e-01
2.102102102102101910e-02,9.208172854245906258e-01
2.202202202202202183e-02,9.201467006728536457e-01
2.302302302302302456e-02,9.194607606954359191e-01
2.402402402402402382e-02,9.187567154605296160e-01
2.502502502502502307e-02,9.180346440220239490e-01
2.602602602602602580e-02,9.172858320219638983e-01
2.702702702702702853e-02,9.165370200219040697e-01
2.802802802802802778e-02,9.158551289881828872e-01
2.902902902902902704e-02,9.152180047196153412e-01
3.003003003003002977e-02,9.146591076993706437e-01
3.103103103103103250e-02,9.141002106791260573e-01
3.203203203203203175e-02,9.135816592190516561e-01
3.303303303303303101e-02,9.130480730926329169e-01
3.403403403403403027e-02,9.125004823543724219e-01
3.503503503503503647e-02,9.119976583812654525e-01
3.603603603603603572e-02,9.115282948913279171e-01
3.703703703703703498e-02,9.110589314013903817e-01
3.803803803803804118e-02,9.106214821241029878e-01
3.903903903903904044e-02,9.101233611908012833e-01
4.004004004004003969e-02,9.096092275630733859e-01
4.104104104104103895e-02,9.090879671129875605e-01
4.204204204204203821e-02,9.085595798405436962e-01
4.304304304304304440e-02,9.080240657457416820e-01
4.404404404404404366e-02,9.074877812894652784e-01
4.504504504504504292e-02,9.070297148555991340e-01
4.604604604604604912e-02,9.065662499447244560e-01
4.704704704704704837e-02,9.060973865568413554e-01
4.804804804804804763e-02,9.056678914571032468e-01
4.904904904904904689e-02,9.052664583635261497e-01
5.005005005005004615e-02,9.048596267929405190e-01
5.105105105105105234e-02,9.044473967453465768e-01
5.205205205205205160e-02,9.040297682207441010e-01
5.305305305305305086e-02,9.036067412191332027e-01
5.405405405405405705e-02,9.031821444943491928e-01
5.505505505505505631e-02,9.027575477695651829e-01
5.605605605605605557e-02,9.023329510447812840e-01
5.705705705705705483e-02,9.019386034146208431e-01
5.805805805805805409e-02,9.015587734549904697e-01
5.905905905905906028e-02,9.011789434953599853e-01
6.006006006006005954e-02,9.008438803008831375e-01
6.106106106106105880e-02,9.005088171064061786e-01
6.206206206206206499e-02,9.001737539119292197e-01
6.306306306306305731e-02,8.998386907174522609e-01
6.406406406406406351e-02,8.995036275229755240e-01
6.506506506506506970e-02,8.991860838394479805e-01
6.606606606606606202e-02,8.988844811281404557e-01
6.706706706706706822e-02,8.985966158490206190e-01
6.806806806806806054e-02,8.983284736208823062e-01
6.906906906906906674e-02,8.980603313927442155e-01
7.007007007007007293e-02,8.977921891646061248e-01
7.107107107107106525e-02,8.975240469364679230e-01
7.207207207207207145e-02,8.972559047083297212e-01
7.307307307307307764e-02,8.969877624801916305e-01
7.407407407407406996e-02,8.967349754777342863e-01
7.507507507507507616e-02,8.965002937327655186e-01
7.607607607607608236e-02,8.962836381913961148e-01
7.707707707707707467e-02,8.960937232115808726e-01
7.807807807807808087e-02,8.959038082317656304e-01
7.907907907907907319e-02,8.957138932519503882e-01
8.008008008008007939e-02,8.955239782721351460e-01
8.108108108108108558e-02,8.953340632923199038e-01
8.208208208208207790e-02,8.951441483125046616e-01
