0.000000000000000000e+00,5.830746811054694501e-01
1.001001001001000992e-03,5.888523582912160714e-01
2.002002002002001985e-03,5.946514464179357695e-01
3.003003003003002977e-03,6.005015326622518135e-01
4.004004004004003969e-03,6.063926727002223460e-01
5.005005005005004962e-03,6.123135109973000256e-01
6.006006006006005954e-03,6.182382020520693633e-01
7.007007007007006946e-03,6.241789953866858642e-01
8.008008008008007939e-03,6.301314935047490629e-01
9.009009009009008931e-03,6.360962662321554273e-01
1.001001001001000992e-02,6.420992817365358540e-01
1.101101101101101092e-02,6.481331304268915794e-01
1.201201201201201191e-02,6.541906569358016954e-01
1.301301301301301290e-02,6.602843417341455190e-01
1.401401401401401389e-02,6.664232348599079536e-01
1.501501501501501488e-02,6.726027415910300622e-01
1.601601601601601588e-02,6.788134295717584976e-01
1.701701701701701513e-02,6.850227326325059041e-01
1.801801801801801786e-02,6.912661536616128144e-01
1.901901901901902059e-02,6.975653709687826831e-01
2.002002002002001985e-02,7.038931066170679429e-01
2.102102102102101910e-02,7.102651690408983143e-01
2.202202202202202183e-02,7.166699758084826843e-01
2.302302302302302456e-02,7.230906766049230994e-01
2.402402402402402382e-02,7.295192226964627435e-01
2.502502502502502307e-02,7.359668457342605219e-01
2.602602602602602580e-02,7.424124855917590970e-01
2.702702702702702853e-02,7.488703995711968320e-01
2.802802802802802778e-02,7.533697752488588417e-01
2.902902902902902704e-02,7.569006543549530175e-01
3.003003003003002977e-02,7.598811610618785295e-01
3.103103103103103250e-02,7.625148178423339917e-01
3.203203203203203175e-02,7.649038837395695234e-01
3.303303303303303101e-02,7.670929826123977779e-01
3.403403403403403027e-02,7.691033585111705095e-01
3.503503503503503647e-02,7.710636321523265391e-01
3.603603603603603572e-02,7.728981770777033633e-01
3.703703703703703498e-02,7.746436600937133266e-01
3.803803803803804118e-02,7.763038628479093095e-01
3.903903903903904044e-02,7.778190151055281998e-01
4.004004004004003969e-02,7.793156541449151042e-01
4.104104104104103895e-02,7.807541877819655918e-01
4.204204204204203821e-02,7.820712302281951356e-01
4.304304304304304440e-02,7.833506470424091983e-01
4.404404404404404366e-02,7.846168399463189225e-01
4.504504504504504292e-02,7.859075137665814115e-01
4.604604604604604912e-02,7.870924262096977708e-01
4.704704704704704837e-02,7.882069857964661974e-01
4.804804804804804763e-02,7.892891533524697412e-01
4.904904904904904689e-02,7.903651603656374203e-01
5.005005005005004615e-02,7.913877521177028473e-01
5.105105105105105234e-02,7.923549202292583526e-01
5.205205205205205160e-02,7.932367013507646281e-01
5.305305305305305086e-02,7.940957565924553485e-01
5.405405405405405705e-02,7.949172370101383889e-01
5.505505505505505631e-02,7.957074800940893144e-01
5.605605605605605557e-02,7.964836171845496304e-01
5.705705705705705483e-02,7.972980278564174572e-01
5.805805805805805409e-02,7.981053293082324140e-01
